File Name,PymatgenData minimum Z,PymatgenData maximum Z,PymatgenData range Z,PymatgenData mean Z,PymatgenData std_dev Z,PymatgenData minimum atomic_radius_calculated,PymatgenData maximum atomic_radius_calculated,PymatgenData range atomic_radius_calculated,PymatgenData mean atomic_radius_calculated,PymatgenData std_dev atomic_radius_calculated,PymatgenData minimum van_der_waals_radius,PymatgenData maximum van_der_waals_radius,PymatgenData range van_der_waals_radius,PymatgenData mean van_der_waals_radius,PymatgenData std_dev van_der_waals_radius,PymatgenData minimum mendeleev_no,PymatgenData maximum mendeleev_no,PymatgenData range mendeleev_no,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData minimum molar_volume,PymatgenData maximum molar_volume,PymatgenData range molar_volume,PymatgenData mean molar_volume,PymatgenData std_dev molar_volume,PymatgenData minimum thermal_conductivity,PymatgenData maximum thermal_conductivity,PymatgenData range thermal_conductivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData minimum boiling_point,PymatgenData maximum boiling_point,PymatgenData range boiling_point,PymatgenData mean boiling_point,PymatgenData std_dev boiling_point,PymatgenData minimum melting_point,PymatgenData maximum melting_point,PymatgenData range melting_point,PymatgenData mean melting_point,PymatgenData std_dev melting_point,PymatgenData minimum liquid_range,PymatgenData maximum liquid_range,PymatgenData range liquid_range,PymatgenData mean liquid_range,PymatgenData std_dev liquid_range,PymatgenData minimum X,PymatgenData maximum X,PymatgenData range X,PymatgenData mean X,PymatgenData std_dev X
MER.cif,8,14,6,10.0,4.242640687119285,0.48,1.11,0.6300000000000001,0.6900000000000001,0.445477272147525,1.52,2.1,0.5800000000000001,1.7133333333333336,0.4101219330881976,85.0,101.0,16.0,95.66666666666667,11.313708498984761,12.06 cm^3,17.36 cm^3,5.299999999999999 cm^3,15.593333333333334,3.747665940288701,0.02658 W K^-1 m^-1,150.0 W K^-1 m^-1,149.97342 W K^-1 m^-1,50.01772,106.0472222797382,90.2 K,3173.0 K,3082.8 K,1117.8,2179.8687850418883,54.8 K,1687.0 K,1632.2 K,598.8666666666667,1154.1396882526828,35.4 K,1486.0 K,1450.6 K,518.9333333333333,1025.7290967892059,1.9,3.44,1.54,2.9266666666666663,1.0889444430272832
