Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
GIS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.79874,3.22191,4.79874,2.82141,3.21638,3.22191,4.79874,4.79874,4.79874,1,3,3,1045.41,1.51298,245.663,2349.93,1553.17,0.0,0.0,0.0,79.3463,0.0759,0.0501657,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
IFR,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.93445,6.1688,6.82926,1.38104,1.38104,6.1688,6.93445,6.46012,6.82926,2,1,1,1841.43,1.73381,293.528,1594.02,919.374,0.0,0.0,0.0,263.325,0.143,0.0824772,0.0,0.0,0.0,0.0,0.363636364,0.090909091,0.363636364,0.0,0.0,0.0,0.0,0.0,0.181818182,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
CHA,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.1635,3.69001,7.1635,3.69001,3.69001,3.69,7.1635,7.1635,7.1635,1,3,3,2337.86,1.53636,495.964,2121.45,1380.83,2.45387,10.4962,6.8319,373.59,0.1598,0.104012,0.467572,0.0002,0.000130178,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.70403,7.43883,11.70403,7.43883,7.43883,7.43883,11.70403,10.64945,11.70403,1,3,3,15717.2,1.20761,2474.88,1574.63,1303.93,424.296,269.956,223.546,4458.98,0.2837,0.234928,224.756,0.0143,0.0118416,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.70204,7.39422,11.70204,7.39422,7.39422,7.39422,11.70203,11.70203,11.70204,1,3,3,15691.1,1.20962,2473.88,1576.61,1303.4,435.021,277.241,229.197,4453.13,0.2838,0.23462,233.797,0.0149,0.0123179,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.71306,7.40907,10.85392,7.40907,7.40907,7.40907,10.85392,11.71302,11.71306,1,3,3,15678.5,1.21059,2471.35,1576.27,1302.07,425.747,271.548,224.311,4455.82,0.2842,0.234762,230.474,0.0147,0.0121428,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.27288,7.2187,11.27288,7.2187,7.2187,7.2187,11.27288,11.27288,11.27288,1,3,3,15698.0,1.20908,2503.12,1594.55,1318.81,388.661,247.586,204.772,4392.31,0.2798,0.231415,189.946,0.0121,0.0100076,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.44054,7.43964,11.44054,7.43964,7.43964,7.43964,11.44054,11.44054,11.44054,1,3,3,16019.4,1.18483,2542.4,1587.08,1339.5,444.871,277.708,234.387,4512.66,0.2817,0.237756,222.669,0.0139,0.0117317,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.59614,7.40876,11.59613,7.40876,7.40876,7.40876,11.59613,11.59613,11.59613,1,3,3,16095.8,1.1792,2567.12,1594.9,1352.53,467.202,290.264,246.153,4542.23,0.2822,0.239314,249.485,0.0155,0.0131445,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
MWW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,9.39194,4.55786,5.99961,4.55786,4.55786,2.51437,5.99961,5.99961,9.39194,2,2,2,4361.0,1.64723,780.161,1788.95,1086.04,3.08158,7.06623,4.28977,675.083,0.1548,0.093976,0.0,0.0,0.0,0.0,0.25,0.333333333,0.25,0.0,0.0,0.0,0.166666667,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
CFI,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.28928,7.03888,7.28928,1.83705,7.03888,1.56882,7.28135,7.28928,7.28928,2,1,1,1750.14,1.82426,191.705,1095.37,600.448,15.7223,89.8344,49.2444,213.517,0.122,0.0668766,0.875069,0.0005,0.000274084,0.0,0.142857143,0.285714286,0.428571429,0.0,0.0,0.0,0.0,0.0,0.0,0,0.142857143,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
MFI,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.50721,4.93639,6.50721,4.93639,4.8383,4.8383,6.50721,5.76815,6.50721,1,3,3,5410.88,1.77015,812.563,1501.72,848.356,0.0,0.0,0.0,577.882,0.1068,0.0603337,0.0,0.0,0.0,0.0,0.03846153,0.423,0.308,0.0,0.0,0.0,0.23076,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
RTE,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.93112,3.76052,6.93112,1.76521,1.76521,3.76052,6.93112,6.93112,6.93112,2,1,1,1386.3,1.72728,219.325,1582.09,915.945,1.89263,13.6524,7.90401,157.761,0.1138,0.0658841,0.13863,0.0001,5.79e-05,0.0,0.428571429,0.142857143,0.285714286,0.0,0.142857143,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,10.81717,3.62262,10.81717,3.62262,3.62262,3.62262,10.81717,10.81717,10.81717,1,3,3,13643.4,1.39117,2311.29,1694.08,1217.74,289.123,211.915,152.329,2728.67,0.2,0.143764,132.341,0.0097,0.00697256,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,10.83463,3.65981,10.83463,3.65981,3.65981,3.65981,10.83463,10.83463,10.83463,1,3,3,13643.4,1.39117,2311.37,1694.14,1217.78,291.762,213.849,153.719,2725.94,0.1998,0.14362,133.705,0.0098,0.00704444,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
STF,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.69832,5.35213,7.69832,1.24583,1.23188,5.35213,7.69832,7.69832,7.69832,2,1,1,1853.97,1.72209,293.848,1584.97,920.376,0.0,0.0,0.0,272.348,0.1469,0.0853035,0.0,0.0,0.0,0.0,0.222222222,0.333333333,0.333333333,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
GIS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.824,3.28152,4.824,2.86524,3.13774,3.28152,4.81034,4.824,4.824,1,3,3,1045.3,1.51314,249.806,2389.8,1579.37,0.0,0.0,0.0,81.7426,0.0782,0.0516807,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GIS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.83072,3.54321,4.66509,3.30758,3.30758,3.54321,4.83072,4.83072,4.66509,1,3,3,1019.52,1.55141,211.14,2070.99,1334.91,0.0,0.0,0.0,79.7261,0.0782,0.0504059,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
RTE,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.91809,4.02791,6.91809,1.8772,1.66326,4.02791,6.91809,6.91809,6.91809,2,1,1,1386.3,1.72728,219.982,1586.83,918.69,1.13482,8.18596,4.73923,150.136,0.1083,0.0626999,0.0,0.0,0.0,0.0,0.428571429,0.142857143,0.285714286,0.0,0.142857143,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
RTE,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.92601,3.89435,6.92601,1.83709,1.60002,3.89435,6.92601,6.92601,6.92601,2,1,1,1383.9,1.73027,216.814,1566.69,905.459,1.86604,13.4839,7.79297,146.417,0.1058,0.0611465,0.13839,0.0001,5.78e-05,0.0,0.428571429,0.142857143,0.285714286,0.0,0.142857143,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
ABW,8,33,25,15.83333333,15.71446609,1.52,2.01,0.49,1.656666667,0.281029852,76,101,25,94.83333333,13.42675604,9.16,17.36,8.2,15.25833333,4.479065503,0.02658,120.0,119.97342,28.35105333,63.44895448,90.2,1180.0,1089.8,404.6333333,640.141743,54.8,1090.0,1035.2,333.6466667,580.8032235,35.4,487.32,3.59916,3.15077,3.59916,1.00149,1.26528,3.15077,3.59916,3.59916,3.59916,2,1,1,457.447,2.96657,40.3616,882.324,297.423,0.0,0.0,0.0,6.63298,0.0145,0.00488781,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,6
MTF,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.99315,3.57185,5.99315,1.79529,1.43183,3.57185,2.27695,5.99315,5.99315,2,1,1,2132.64,2.05846,202.066,947.489,460.29,0.0,0.0,0.0,122.627,0.0575,0.0279335,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.29991,4.06397,11.29991,4.06397,4.06397,4.06397,11.29991,11.29991,11.29991,1,3,3,14801.4,1.28232,2504.49,1692.06,1319.53,508.883,343.807,268.113,3186.74,0.2153,0.167898,313.79,0.0212,0.0165325,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.43285,7.3812,11.43285,7.3812,7.3812,7.3812,11.43285,11.43285,11.43285,2,3,3,15723.2,1.20714,3228.47,2053.31,1700.97,0.0,0.0,0.0,4713.83,0.2998,0.248355,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.25464,5.89821,6.25464,1.56611,1.56611,5.89821,6.20533,6.25464,6.25464,1,1,1,715.152,1.65875,64.9231,907.822,547.292,33.98,475.144,286.446,49.9176,0.0698,0.0420798,9.44001,0.0132,0.00795778,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
BIK,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,3.83236,3.27924,3.83236,1.59965,3.27924,0.98566,3.59145,3.83236,3.83236,1,1,1,295.69,2.01212,25.4599,861.032,427.923,0.0,0.0,0.0,6.2095,0.021,0.0104368,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.44952,2.60701,3.44952,2.59937,2.60701,2.60701,3.44952,3.44952,3.44952,0,0,0,2252.09,1.75905,0.0,0.0,0.0,152.022,675.028,383.745,0.0,0.0,0.0,15.089,0.0067,0.00380887,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
FRA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.48691,2.39344,6.31631,2.39344,2.39344,2.29879,6.31631,6.31631,6.48691,0,0,0,3834.75,1.54673,0.0,0.0,0.0,687.846,1793.72,1159.69,0.0,0.0,0.0,367.752,0.0959,0.0620018,0.0,0.294117647,0.0,0.705882353,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
ABW,8,29,21,12.66666667,10.94430344,1.52,1.96,0.44,1.64,0.248730108,72,101,29,94.33333333,15.22424966,7.11,17.36,10.25,15.595,5.369256621,0.02658,400.0,399.97342,66.72372,210.7824547,90.2,3200.0,3109.8,685.1333333,1608.166456,54.8,1357.77,1302.97,315.7116667,672.8515646,35.4,1842.23,3.04508,2.51059,3.04508,1.41307,2.51059,1.41307,3.04508,3.04508,3.04508,0,0,0,406.733,2.58865,0.0,0.0,0.0,7.68449,188.932,72.9849,0.0,0.0,0.0,0.284713,0.0007,0.000270412,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
ABW,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,3.96475,3.40718,3.96475,1.03749,1.03749,3.40718,3.96475,3.95317,3.96475,2,1,1,425.087,1.86042,49.255,1158.7,622.818,0.0,0.0,0.0,11.2648,0.0265,0.0142441,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.63838,2.90546,3.63838,2.90546,2.61358,2.90546,3.63838,3.63838,3.63838,4,1,1,6823.93,1.74161,563.162,825.274,473.857,111.001,162.664,93.3986,60.733,0.0089,0.00511022,11.6007,0.0017,0.000976109,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GIS,8,32,24,12.83333333,12.39399496,1.52,2.11,0.59,1.671666667,0.322740005,80,101,21,94.66666667,12.77149604,10.0,17.36,7.36,15.51166667,3.982649174,0.02658,235.0,234.97342,49.18438667,121.5324092,90.2,3093.0,3002.8,1040.966667,1905.49972,54.8,1211.4,1156.6,394.0116667,687.8462038,35.4,1881.6,4.8904,2.69658,4.87132,2.69658,2.69654,2.69654,4.87132,4.8904,4.8904,0,0,0,1027.84,2.1143,0.0,0.0,0.0,154.507,1503.22,710.978,0.0,0.0,0.0,45.9443,0.0447,0.0211418,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
GIS,8,32,24,12.83333333,12.39399496,1.52,2.11,0.59,1.671666667,0.322740005,80,101,21,94.66666667,12.77149604,10.0,17.36,7.36,15.51166667,3.982649174,0.02658,235.0,234.97342,49.18438667,121.5324092,90.2,3093.0,3002.8,1040.966667,1905.49972,54.8,1211.4,1156.6,394.0116667,687.8462038,35.4,1881.6,5.02977,3.25988,5.02977,3.25988,3.21661,3.25988,5.02977,5.02977,5.02977,1,3,3,3259.38,2.00022,665.367,2041.39,1020.59,0.0,0.0,0.0,222.616,0.0683,0.0341463,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GIS,8,32,24,12.83333333,12.39399496,1.52,2.11,0.59,1.671666667,0.322740005,80,101,21,94.66666667,12.77149604,10.0,17.36,7.36,15.51166667,3.982649174,0.02658,235.0,234.97342,49.18438667,121.5324092,90.2,3093.0,3002.8,1040.966667,1905.49972,54.8,1211.4,1156.6,394.0116667,687.8462038,35.4,1881.6,4.90486,2.70025,4.70473,2.70025,2.69833,2.69833,4.70473,4.90486,4.90486,0,0,0,1030.87,2.10808,0.0,0.0,0.0,154.887,1502.49,712.731,0.0,0.0,0.0,48.4509,0.047,0.0222952,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
